Staff_group,Reason,SA_rate_pct,Reason_code,Reason_name,Month
All staff groups,S17 Benign and malignant tumours cancers,3,S17,Benign and malignant tumours cancers,2023-04
Specialty Registrar,S17 Benign and malignant tumours cancers,3,S17,Benign and malignant tumours cancers,2023-04
Central functions,S26 Genitourinary & gynaecological disorders,3,S26,Genitourinary & gynaecological disorders,2023-04
Managers,S26 Genitourinary & gynaecological disorders,3,S26,Genitourinary & gynaecological disorders,2023-04
Support to ambulance staff,S99 Unknown causes / Not specified,3,S99,Unknown causes / Not specified,2023-04
"Scientific, therapeutic & technical staff",S11 Back Problems,2.9,S11,Back Problems,2023-04
Support to ST&T staff,S17 Benign and malignant tumours cancers,2.9,S17,Benign and malignant tumours cancers,2023-04
NHS infrastructure support,S19 Heart cardiac & circulatory problems,2.9,S19,Heart cardiac & circulatory problems,2023-04
Foundation Doctor Year 2,S21 Ear nose throat (ENT),2.9,S21,Ear nose throat (ENT),2023-04
Hospital Practitioner / Clinical Assistant,S27 Infectious diseases,2.9,S27,Infectious diseases,2023-04
Professionally qualified clinical staff,S99 Unknown causes / Not specified,2.9,S99,Unknown causes / Not specified,2023-04
Consultant,S11 Back Problems,2.8,S11,Back Problems,2023-04
Specialty Registrar,S11 Back Problems,2.8,S11,Back Problems,2023-04
Other staff or those with unknown classification,S12 Other musculoskeletal problems,2.8,S12,Other musculoskeletal problems,2023-04
Support to ambulance staff,S16 Headache / migraine,2.8,S16,Headache / migraine,2023-04
Professionally qualified clinical staff,S17 Benign and malignant tumours cancers,2.8,S17,Benign and malignant tumours cancers,2023-04
Support to ambulance staff,S19 Heart cardiac & circulatory problems,2.8,S19,Heart cardiac & circulatory problems,2023-04
Foundation Doctor Year 2,S26 Genitourinary & gynaecological disorders,2.8,S26,Genitourinary & gynaecological disorders,2023-04
NHS infrastructure support,S26 Genitourinary & gynaecological disorders,2.8,S26,Genitourinary & gynaecological disorders,2023-04
All staff groups,S99 Unknown causes / Not specified,2.8,S99,Unknown causes / Not specified,2023-04
HCHS doctors,S11 Back Problems,2.7,S11,Back Problems,2023-04
Central functions,S16 Headache / migraine,2.7,S16,Headache / migraine,2023-04
Support to clinical staff,S17 Benign and malignant tumours cancers,2.7,S17,Benign and malignant tumours cancers,2023-04
"Support to doctors, nurses & midwives",S17 Benign and malignant tumours cancers,2.7,S17,Benign and malignant tumours cancers,2023-04
Other staff or those with unknown classification,S18 Blood disorders,2.7,S18,Blood disorders,2023-04
Support to ST&T staff,S21 Ear nose throat (ENT),2.7,S21,Ear nose throat (ENT),2023-04
"Scientific, therapeutic & technical staff",S99 Unknown causes / Not specified,2.7,S99,Unknown causes / Not specified,2023-04
Other and Local HCHS Doctor Grades,S11 Back Problems,2.6,S11,Back Problems,2023-04
Specialty Registrar,S16 Headache / migraine,2.6,S16,Headache / migraine,2023-04
Support to ST&T staff,S16 Headache / migraine,2.6,S16,Headache / migraine,2023-04
Nurses & health visitors,S17 Benign and malignant tumours cancers,2.6,S17,Benign and malignant tumours cancers,2023-04
Senior managers,S19 Heart cardiac & circulatory problems,2.6,S19,Heart cardiac & circulatory problems,2023-04
Core Training,S21 Ear nose throat (ENT),2.6,S21,Ear nose throat (ENT),2023-04
"Hotel, property & estates",S26 Genitourinary & gynaecological disorders,2.6,S26,Genitourinary & gynaecological disorders,2023-04
Other and Local HCHS Doctor Grades,S29 Nervous system disorders,2.6,S29,Nervous system disorders,2023-04
Nurses & health visitors,S16 Headache / migraine,2.5,S16,Headache / migraine,2023-04
"Scientific, therapeutic & technical staff",S16 Headache / migraine,2.5,S16,Headache / migraine,2023-04
Support to ambulance staff,S26 Genitourinary & gynaecological disorders,2.5,S26,Genitourinary & gynaecological disorders,2023-04
Senior managers,S26 Genitourinary & gynaecological disorders,2.5,S26,Genitourinary & gynaecological disorders,2023-04
"Support to doctors, nurses & midwives",S30 Pregnancy related disorders,2.5,S30,Pregnancy related disorders,2023-04
Midwives,S99 Unknown causes / Not specified,2.5,S99,Unknown causes / Not specified,2023-04
Support to clinical staff,S99 Unknown causes / Not specified,2.5,S99,Unknown causes / Not specified,2023-04
"Support to doctors, nurses & midwives",S99 Unknown causes / Not specified,2.5,S99,Unknown causes / Not specified,2023-04
Foundation Doctor Year 2,S11 Back Problems,2.4,S11,Back Problems,2023-04
Foundation Doctor Year 2,S12 Other musculoskeletal problems,2.4,S12,Other musculoskeletal problems,2023-04
All staff groups,S16 Headache / migraine,2.4,S16,Headache / migraine,2023-04
Professionally qualified clinical staff,S16 Headache / migraine,2.4,S16,Headache / migraine,2023-04
HCHS doctors,S16 Headache / migraine,2.4,S16,Headache / migraine,2023-04
Support to clinical staff,S16 Headache / migraine,2.4,S16,Headache / migraine,2023-04
Other staff or those with unknown classification,S17 Benign and malignant tumours cancers,2.4,S17,Benign and malignant tumours cancers,2023-04
HCHS doctors,S19 Heart cardiac & circulatory problems,2.4,S19,Heart cardiac & circulatory problems,2023-04
Support to clinical staff,S19 Heart cardiac & circulatory problems,2.4,S19,Heart cardiac & circulatory problems,2023-04
"Support to doctors, nurses & midwives",S19 Heart cardiac & circulatory problems,2.4,S19,Heart cardiac & circulatory problems,2023-04
Support to ST&T staff,S19 Heart cardiac & circulatory problems,2.4,S19,Heart cardiac & circulatory problems,2023-04
"Scientific, therapeutic & technical staff",S21 Ear nose throat (ENT),2.4,S21,Ear nose throat (ENT),2023-04
Central functions,S21 Ear nose throat (ENT),2.4,S21,Ear nose throat (ENT),2023-04
Foundation Doctor Year 1,S26 Genitourinary & gynaecological disorders,2.4,S26,Genitourinary & gynaecological disorders,2023-04
HCHS doctors,S30 Pregnancy related disorders,2.4,S30,Pregnancy related disorders,2023-04
Other and Local HCHS Doctor Grades,S30 Pregnancy related disorders,2.4,S30,Pregnancy related disorders,2023-04
Support to clinical staff,S30 Pregnancy related disorders,2.4,S30,Pregnancy related disorders,2023-04
Nurses & health visitors,S99 Unknown causes / Not specified,2.4,S99,Unknown causes / Not specified,2023-04
"Support to doctors, nurses & midwives",S16 Headache / migraine,2.3,S16,Headache / migraine,2023-04
All staff groups,S19 Heart cardiac & circulatory problems,2.3,S19,Heart cardiac & circulatory problems,2023-04
Ambulance staff,S26 Genitourinary & gynaecological disorders,2.3,S26,Genitourinary & gynaecological disorders,2023-04
Associate Specialist,S16 Headache / migraine,2.2,S16,Headache / migraine,2023-04
Foundation Doctor Year 1,S21 Ear nose throat (ENT),2.2,S21,Ear nose throat (ENT),2023-04
Support to clinical staff,S21 Ear nose throat (ENT),2.2,S21,Ear nose throat (ENT),2023-04
Support to ambulance staff,S21 Ear nose throat (ENT),2.2,S21,Ear nose throat (ENT),2023-04
Managers,S21 Ear nose throat (ENT),2.2,S21,Ear nose throat (ENT),2023-04
Hospital Practitioner / Clinical Assistant,S28 Injury fracture,2.2,S28,Injury fracture,2023-04
Managers,S11 Back Problems,2.1,S11,Back Problems,2023-04
Ambulance staff,S16 Headache / migraine,2.1,S16,Headache / migraine,2023-04
Managers,S16 Headache / migraine,2.1,S16,Headache / migraine,2023-04
Nurses & health visitors,S19 Heart cardiac & circulatory problems,2.1,S19,Heart cardiac & circulatory problems,2023-04
Central functions,S19 Heart cardiac & circulatory problems,2.1,S19,Heart cardiac & circulatory problems,2023-04
All staff groups,S21 Ear nose throat (ENT),2.1,S21,Ear nose throat (ENT),2023-04
Professionally qualified clinical staff,S21 Ear nose throat (ENT),2.1,S21,Ear nose throat (ENT),2023-04
"Support to doctors, nurses & midwives",S21 Ear nose throat (ENT),2.1,S21,Ear nose throat (ENT),2023-04
Hospital Practitioner / Clinical Assistant,S25 Gastrointestinal problems,2.1,S25,Gastrointestinal problems,2023-04
Consultant,S26 Genitourinary & gynaecological disorders,2.1,S26,Genitourinary & gynaecological disorders,2023-04
Specialty Doctor,S30 Pregnancy related disorders,2.1,S30,Pregnancy related disorders,2023-04
Hospital Practitioner / Clinical Assistant,S30 Pregnancy related disorders,2.1,S30,Pregnancy related disorders,2023-04
Support to ST&T staff,S99 Unknown causes / Not specified,2.1,S99,Unknown causes / Not specified,2023-04
Other staff or those with unknown classification,S15 Chest & respiratory problems,2,S15,Chest & respiratory problems,2023-04
NHS infrastructure support,S16 Headache / migraine,2,S16,Headache / migraine,2023-04
Professionally qualified clinical staff,S19 Heart cardiac & circulatory problems,2,S19,Heart cardiac & circulatory problems,2023-04
Specialty Registrar,S21 Ear nose throat (ENT),2,S21,Ear nose throat (ENT),2023-04
Nurses & health visitors,S21 Ear nose throat (ENT),2,S21,Ear nose throat (ENT),2023-04
Senior managers,S11 Back Problems,1.9,S11,Back Problems,2023-04
Midwives,S16 Headache / migraine,1.9,S16,Headache / migraine,2023-04
Senior managers,S16 Headache / migraine,1.9,S16,Headache / migraine,2023-04
Support to ambulance staff,S17 Benign and malignant tumours cancers,1.9,S17,Benign and malignant tumours cancers,2023-04
Midwives,S19 Heart cardiac & circulatory problems,1.9,S19,Heart cardiac & circulatory problems,2023-04
Ambulance staff,S21 Ear nose throat (ENT),1.9,S21,Ear nose throat (ENT),2023-04
NHS infrastructure support,S21 Ear nose throat (ENT),1.9,S21,Ear nose throat (ENT),2023-04
Other staff or those with unknown classification,S21 Ear nose throat (ENT),1.9,S21,Ear nose throat (ENT),2023-04
Hospital Practitioner / Clinical Assistant,S24 Endocrine / glandular problems,1.9,S24,Endocrine / glandular problems,2023-04
HCHS doctors,S26 Genitourinary & gynaecological disorders,1.9,S26,Genitourinary & gynaecological disorders,2023-04
Specialty Registrar,S26 Genitourinary & gynaecological disorders,1.9,S26,Genitourinary & gynaecological disorders,2023-04
Senior managers,S27 Infectious diseases,1.9,S27,Infectious diseases,2023-04
Support to ST&T staff,S30 Pregnancy related disorders,1.9,S30,Pregnancy related disorders,2023-04
Core Training,S17 Benign and malignant tumours cancers,1.8,S17,Benign and malignant tumours cancers,2023-04
HCHS doctors,S21 Ear nose throat (ENT),1.8,S21,Ear nose throat (ENT),2023-04
Core Training,S26 Genitourinary & gynaecological disorders,1.8,S26,Genitourinary & gynaecological disorders,2023-04
Associate Specialist,S15 Chest & respiratory problems,1.7,S15,Chest & respiratory problems,2023-04
Specialty Doctor,S16 Headache / migraine,1.7,S16,Headache / migraine,2023-04
"Scientific, therapeutic & technical staff",S19 Heart cardiac & circulatory problems,1.7,S19,Heart cardiac & circulatory problems,2023-04
Specialty Doctor,S21 Ear nose throat (ENT),1.7,S21,Ear nose throat (ENT),2023-04
Midwives,S21 Ear nose throat (ENT),1.7,S21,Ear nose throat (ENT),2023-04
Support to ambulance staff,S30 Pregnancy related disorders,1.7,S30,Pregnancy related disorders,2023-04
Central functions,S30 Pregnancy related disorders,1.7,S30,Pregnancy related disorders,2023-04
Other and Local HCHS Doctor Grades,S31 Skin disorders,1.7,S31,Skin disorders,2023-04
Foundation Doctor Year 1,S28 Injury fracture,1.6,S28,Injury fracture,2023-04
Hospital Practitioner / Clinical Assistant,S15 Chest & respiratory problems,1.5,S15,Chest & respiratory problems,2023-04
Midwives,S17 Benign and malignant tumours cancers,1.5,S17,Benign and malignant tumours cancers,2023-04
Ambulance staff,S19 Heart cardiac & circulatory problems,1.5,S19,Heart cardiac & circulatory problems,2023-04
"Hotel, property & estates",S23 Eye problems,1.5,S23,Eye problems,2023-04
"Hotel, property & estates",S16 Headache / migraine,1.4,S16,Headache / migraine,2023-04
Ambulance staff,S17 Benign and malignant tumours cancers,1.4,S17,Benign and malignant tumours cancers,2023-04
"Hotel, property & estates",S21 Ear nose throat (ENT),1.4,S21,Ear nose throat (ENT),2023-04
Other and Local HCHS Doctor Grades,S23 Eye problems,1.4,S23,Eye problems,2023-04
NHS infrastructure support,S23 Eye problems,1.4,S23,Eye problems,2023-04
Central functions,S23 Eye problems,1.4,S23,Eye problems,2023-04
Senior managers,S29 Nervous system disorders,1.4,S29,Nervous system disorders,2023-04
Other and Local HCHS Doctor Grades,S99 Unknown causes / Not specified,1.4,S99,Unknown causes / Not specified,2023-04
Staff Grade,S12 Other musculoskeletal problems,1.3,S12,Other musculoskeletal problems,2023-04
Consultant,S16 Headache / migraine,1.3,S16,Headache / migraine,2023-04
Staff Grade,S16 Headache / migraine,1.3,S16,Headache / migraine,2023-04
Consultant,S21 Ear nose throat (ENT),1.3,S21,Ear nose throat (ENT),2023-04
Consultant,S23 Eye problems,1.3,S23,Eye problems,2023-04
Senior managers,S23 Eye problems,1.3,S23,Eye problems,2023-04
Other and Local HCHS Doctor Grades,S24 Endocrine / glandular problems,1.3,S24,Endocrine / glandular problems,2023-04
Other and Local HCHS Doctor Grades,S27 Infectious diseases,1.3,S27,Infectious diseases,2023-04
Ambulance staff,S30 Pregnancy related disorders,1.3,S30,Pregnancy related disorders,2023-04
Staff Grade,S98 Other known causes - not elsewhere classified,1.3,S98,Other known causes - not elsewhere classified,2023-04
Core Training,S11 Back Problems,1.2,S11,Back Problems,2023-04
Other staff or those with unknown classification,S19 Heart cardiac & circulatory problems,1.2,S19,Heart cardiac & circulatory problems,2023-04
Central functions,S29 Nervous system disorders,1.2,S29,Nervous system disorders,2023-04
Managers,S29 Nervous system disorders,1.2,S29,Nervous system disorders,2023-04
NHS infrastructure support,S30 Pregnancy related disorders,1.2,S30,Pregnancy related disorders,2023-04
All staff groups,S23 Eye problems,1.1,S23,Eye problems,2023-04
HCHS doctors,S23 Eye problems,1.1,S23,Eye problems,2023-04
Nurses & health visitors,S23 Eye problems,1.1,S23,Eye problems,2023-04
Midwives,S23 Eye problems,1.1,S23,Eye problems,2023-04
Support to clinical staff,S23 Eye problems,1.1,S23,Eye problems,2023-04
"Support to doctors, nurses & midwives",S23 Eye problems,1.1,S23,Eye problems,2023-04
Support to ST&T staff,S23 Eye problems,1.1,S23,Eye problems,2023-04
Specialty Doctor,S26 Genitourinary & gynaecological disorders,1.1,S26,Genitourinary & gynaecological disorders,2023-04
Consultant,S29 Nervous system disorders,1.1,S29,Nervous system disorders,2023-04
NHS infrastructure support,S29 Nervous system disorders,1.1,S29,Nervous system disorders,2023-04
"Hotel, property & estates",S29 Nervous system disorders,1.1,S29,Nervous system disorders,2023-04
Managers,S30 Pregnancy related disorders,1.1,S30,Pregnancy related disorders,2023-04
Other and Local HCHS Doctor Grades,S16 Headache / migraine,1,S16,Headache / migraine,2023-04
Professionally qualified clinical staff,S23 Eye problems,1,S23,Eye problems,2023-04
Specialty Registrar,S23 Eye problems,1,S23,Eye problems,2023-04
Core Training,S23 Eye problems,1,S23,Eye problems,2023-04
All staff groups,S29 Nervous system disorders,1,S29,Nervous system disorders,2023-04
"Scientific, therapeutic & technical staff",S29 Nervous system disorders,1,S29,Nervous system disorders,2023-04
Support to clinical staff,S29 Nervous system disorders,1,S29,Nervous system disorders,2023-04
